Variable,Description,Value,Probability,MeanReference,Min,Max
BIO5,"Max temperature of warmest month",19.4204,0.1280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.5150,0.1280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.6097,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.7044,0.1160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.7990,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.8937,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.9884,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.0831,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.1777,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.2724,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.3671,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.4617,0.1200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.5564,0.0960,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.6511,0.0960,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.7457,0.0840,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.8404,0.0840,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",20.9351,0.0840,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.0297,0.0720,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.1244,0.0680,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.2191,0.0480,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.3137,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.4084,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.5031,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.5977,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.6924,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.7871,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.8817,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",21.9764,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.0711,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.1657,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.2604,0.0440,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.3551,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.4497,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.5444,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.6391,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.7337,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.8284,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",22.9231,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.0177,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.1124,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.2071,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.3018,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.3964,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.4911,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.5858,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.6804,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.7751,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.8698,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",23.9644,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.0591,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.1538,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.2484,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.3431,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.4378,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.5324,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.6271,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.7218,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.8164,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",24.9111,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.0058,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.1004,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.1951,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.2898,0.0320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.3844,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.4791,0.0480,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.5738,0.0520,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.6684,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.7631,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.8578,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",25.9524,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.0471,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.1418,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.2364,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.3311,0.0360,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.4258,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.5205,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.6151,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.7098,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.8045,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.8991,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",26.9938,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.0885,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.1831,0.0280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.2778,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.3725,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.4671,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.5618,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.6565,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.7511,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.8458,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",27.9405,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.0351,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.1298,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.2245,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.3191,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.4138,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.5085,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.6031,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.6978,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.7925,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.8871,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",28.9818,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.0765,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.1711,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.2658,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.3605,0.0200,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.4551,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.5498,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.6445,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.7392,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.8338,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",29.9285,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.0232,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.1178,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.2125,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.3072,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.4018,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.4965,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.5912,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.6858,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.7805,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.8752,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",30.9698,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.0645,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.1592,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.2538,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.3485,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.4432,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.5378,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.6325,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.7272,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.8218,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",31.9165,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.0112,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.1058,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.2005,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.2952,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.3898,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.4845,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.5792,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.6738,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.7685,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.8632,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",32.9578,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.0525,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.1472,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.2419,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.3365,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.4312,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.5259,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.6205,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.7152,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.8099,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.9045,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",33.9992,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.0939,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.1885,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.2832,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.3779,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.4725,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.5672,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.6619,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.7565,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.8512,0.0160,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",34.9459,0.0160,24.4943,16.1070,34.9459
BIO7,"Temperature annual range (BIO5-BIO6)",17.6770,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",17.7583,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",17.8395,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",17.9208,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.0021,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.0834,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.1646,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.2459,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.3272,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.4085,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.4897,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.5710,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.6523,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.7335,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.8148,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.8961,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",18.9774,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.0586,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.1399,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.2212,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.3025,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.3837,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.4650,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.5463,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.6276,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.7088,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.7901,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.8714,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",19.9526,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.0339,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.1152,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.1965,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.2777,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.3590,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.4403,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.5216,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.6028,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.6841,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.7654,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.8466,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",20.9279,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.0092,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.0905,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.1717,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.2530,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.3343,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.4156,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.4968,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.5781,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.6594,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.7406,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.8219,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.9032,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",21.9845,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.0657,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.1470,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.2283,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.3096,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.3908,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.4721,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.5534,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.6346,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.7159,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.7972,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.8785,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",22.9597,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.0410,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.1223,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.2036,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.2848,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.3661,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.4474,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.5287,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.6099,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.6912,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.7725,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.8537,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",23.9350,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.0163,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.0976,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.1788,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.2601,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.3414,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.4227,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.5039,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.5852,0.0040,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.6665,0.0080,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.7477,0.0080,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.8290,0.0080,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.9103,0.0080,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",24.9916,0.0120,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.0728,0.0120,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.1541,0.0120,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.2354,0.0160,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.3167,0.0360,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.3979,0.0360,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.4792,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.5605,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.6417,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.7230,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.8043,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.8856,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",25.9668,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.0481,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.1294,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.2107,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.2919,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.3732,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.4545,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.5357,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.6170,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.6983,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.7796,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.8608,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",26.9421,0.0280,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.0234,0.0280,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.1047,0.0280,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.1859,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.2672,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.3485,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.4297,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.5110,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.5923,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.6736,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.7548,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.8361,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.9174,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",27.9987,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.0799,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.1612,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.2425,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.3237,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.4050,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.4863,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.5676,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.6488,0.0320,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.7301,0.0360,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.8114,0.0400,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.8927,0.0400,26.7815,17.6770,33.8503
BIO7,"Temperature annual range (BIO5-BIO6)",28.9739,0.0400,26.7815,17.6770,33.8503
